Molecule,Atom,x_coord,y_coord,z_coord,sigma_iso,sigma_xx,sigma_yy,sigma_zz,dia_sigma_xx,dia_sigma_yy,dia_sigma_zz,para_sigma_xx,para_sigma_yy,para_sigma_zz,sigma_11,sigma_22,sigma_33,s_tot_symmetry,span,skew
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 11H :,2.39691,-3.29532,-16.81784,24.35,29.58,20.77,22.69,125.02,65.76,32.52,-101.04,-9.19,-40.04,20.77,22.69,29.58,0,8.81,-0.57
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 14H :,2.4252,-1.57784,-15.50033,26.26,29.58,23.23,25.97,15.62,96.64,71.64,10.3,-72.29,-43.13,23.23,25.97,29.58,0,6.35,-0.14
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 15H :,2.68791,-0.21348,-15.39687,28.0,34.54,25.51,23.95,133.71,35.82,64.94,-106.89,-2.86,-40.73,23.95,25.51,34.54,0,10.59,-0.71
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 18H :,2.98968,0.34051,-16.28164,23.83,28.22,22.57,20.7,119.98,89.23,37.77,-97.99,-66.47,-11.03,20.7,22.57,28.22,0,7.52,-0.5
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 20H :,2.57849,0.43438,-14.17723,24.5,21.12,26.67,25.71,35.82,90.71,106.75,-64.12,-85.31,-10.33,21.12,25.71,26.67,0,5.55,0.65
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 22H :,2.82822,1.48929,-14.10622,24.11,28.61,23.03,20.68,118.61,24.57,76.74,2.81,-95.51,-54.9,20.68,23.03,28.61,0,7.93,-0.41
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 29H :,2.14561,-0.24168,-13.06379,27.63,34.21,25.07,23.6,126.62,8.23,33.48,-98.55,22.66,-9.57,23.6,25.07,34.21,0,10.61,-0.72
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 30H :,2.02109,0.28044,-12.11936,27.02,23.54,27.56,29.97,3.98,91.16,67.0,23.35,-66.17,-38.24,23.54,27.56,29.97,0,6.43,0.25
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 33H :,1.85668,-1.6211,-13.12241,24.18,29.37,20.57,22.59,123.89,32.68,6.56,-100.15,-7.13,16.68,20.57,22.59,29.37,0,8.8,-0.54
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 35H :,1.26442,-2.28521,-11.89554,24.67,21.89,25.01,27.1,89.91,-18.5,9.13,-64.74,43.97,14.23,21.89,25.01,27.1,0,5.21,0.2
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 37H :,1.23472,-3.36627,-12.0504,24.24,29.58,20.53,22.62,-70.61,84.76,16.81,95.72,-61.71,7.75,20.53,22.62,29.58,0,9.05,-0.54
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 40H :,1.91674,-2.09261,-11.03742,27.13,23.82,30.04,27.54,60.68,-70.45,-16.44,-32.44,94.28,45.79,23.82,27.54,30.04,0,6.22,0.2
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 41H :,-0.11608,-1.76989,-11.58662,27.58,34.28,24.99,23.47,-112.24,58.17,-30.12,136.95,-24.61,54.59,23.47,24.99,34.28,0,10.81,-0.72
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 44H :,-0.34726,-0.74504,-10.66249,23.96,28.45,22.82,20.62,-83.66,-29.66,61.75,-36.3,105.1,54.64,20.62,22.82,28.45,0,7.83,-0.44
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 46H :,0.48968,-0.37756,-10.07614,24.42,21.03,26.61,25.63,69.09,-28.85,-75.78,-43.69,55.41,97.09,21.03,25.63,26.61,0,5.58,0.65
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 48H :,-1.61623,-0.22215,-10.4753,23.89,28.36,22.68,20.63,64.27,-40.05,-16.89,-38.55,62.82,40.06,20.63,22.68,28.36,0,7.73,-0.47
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 53H :,-1.78286,0.55559,-9.73755,28.92,37.17,23.72,25.86,18.39,120.43,95.11,7.5,-95.64,-59.05,23.72,25.86,37.17,0,13.45,-0.68
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 55H :,-2.67282,-0.71904,-11.20753,27.22,20.67,24.59,36.41,-50.37,22.15,67.75,71.9,3.69,-33.44,20.67,24.59,36.41,0,15.74,-0.5
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 56H :,-3.67284,-0.32653,-11.04041,27.19,20.34,34.41,26.82,-79.42,24.32,66.47,99.95,7.15,-36.92,20.34,26.82,34.41,0,14.07,-0.08
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 58H :,-2.50759,-1.75085,-12.13052,28.96,37.27,23.69,25.91,11.0,38.15,83.85,-57.6,13.27,-1.79,23.69,25.91,37.27,0,13.58,-0.67
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 60H :,-1.21105,-2.26606,-12.34584,27.22,36.38,20.68,24.59,76.58,52.46,21.18,-51.36,-26.81,9.59,20.68,24.59,36.38,0,15.7,-0.5
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 61H :,2.06614,-2.26271,-14.33433,27.15,20.29,34.38,26.78,146.14,17.43,73.93,-125.31,10.46,-41.2,20.29,26.78,34.38,0,14.09,-0.08
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 62H :,-3.05617,-3.70143,-15.43508,25.82,37.62,17.92,21.91,19.49,38.93,67.57,-42.48,-9.46,3.4,17.92,21.91,37.62,0,19.7,-0.6
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 63H :,-0.20716,-3.15713,-16.57412,24.75,35.95,23.21,15.08,87.82,45.93,10.38,-54.37,-21.96,6.44,15.08,23.21,35.95,0,20.87,-0.22
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 64H :,-3.64618,-2.26946,-12.97424,27.84,41.97,19.75,21.79,78.49,-20.31,7.92,-38.33,41.67,14.07,19.75,21.79,41.97,0,22.22,-0.82
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 65H :,-4.58558,-2.02912,-12.46536,24.38,36.65,22.92,13.58,53.24,31.73,20.57,-35.3,4.79,-1.89,13.58,22.92,36.65,0,23.07,-0.19
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 2C :,-3.63086,-3.36289,-13.04152,151.53,134.7,163.37,156.51,299.47,168.25,207.73,-145.2,-6.58,-69.09,134.7,156.51,163.37,0,28.67,0.52
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 5C :,-3.67186,-1.63971,-14.35326,40.4,161.34,5.99,-46.12,313.76,254.64,280.97,-105.81,-303.08,-319.28,-46.12,5.99,161.34,0,207.46,-0.5
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 6C :,-3.9616,-0.28059,-14.4534,50.26,163.78,-55.13,42.13,238.18,319.96,284.68,-90.7,-362.83,-238.52,-55.13,42.13,163.78,0,218.91,-0.11
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 8C :,-4.26639,0.26235,-13.56389,59.46,174.12,-51.7,55.97,314.23,247.95,280.89,-90.07,-339.36,-235.24,-51.7,55.97,174.12,0,225.82,-0.05
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 10C :,-3.86508,0.37227,-15.67146,47.15,164.38,36.93,-59.86,232.94,291.34,323.67,-106.28,-332.78,-267.44,-59.86,36.93,164.38,0,224.24,-0.14
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 12C :,-4.13466,1.42199,-15.74103,39.75,162.97,-42.12,-1.59,231.2,277.08,292.8,-80.7,-326.86,-274.26,-42.12,-1.59,162.97,0,205.09,-0.6
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 13C :,-3.41889,-0.29236,-16.78652,152.02,134.19,164.28,157.58,345.31,241.89,298.23,-86.44,-181.1,-161.84,134.19,157.58,164.28,0,30.09,0.55
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 16C :,-3.30176,0.23385,-17.72915,43.38,160.39,-29.83,-0.42,324.65,252.69,274.59,-93.72,-354.15,-273.91,-29.83,-0.42,160.39,0,190.22,-0.69
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 17C :,-3.10266,-1.66591,-16.73126,46.17,-59.5,42.47,155.54,337.12,289.86,261.72,-371.29,-248.92,-129.98,-59.5,42.47,155.54,0,215.04,-0.05
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 19C :,-2.49736,-2.31516,-17.95972,61.7,174.33,56.0,-45.23,332.14,248.25,289.11,-113.01,-273.52,-297.86,-45.23,56.0,174.33,0,219.56,-0.08
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 21C :,-2.47907,-3.407,-17.86462,50.14,-53.2,47.8,155.82,350.1,264.91,270.59,-387.29,-111.92,-235.97,-53.2,47.8,155.82,0,209.02,-0.03
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 23C :,-3.14888,-2.11605,-18.81737,48.25,-29.77,19.59,154.94,321.1,268.78,286.19,-119.87,-344.53,-266.91,-29.77,19.59,154.94,0,184.71,-0.47
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 24C :,-1.12737,-1.77181,-18.26735,18.57,120.27,9.03,-73.6,238.72,328.05,317.01,-145.22,-312.83,-370.03,-73.6,9.03,120.27,0,193.87,-0.15
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 25C :,-0.91658,-0.74033,-19.18898,19.88,109.28,-63.05,13.41,212.48,290.64,284.32,-112.83,-267.91,-347.06,-63.05,13.41,109.28,0,172.33,-0.11
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 28C :,-1.75776,-0.38293,-19.77633,152.47,135.37,157.29,164.74,328.26,218.53,275.16,-73.17,-166.05,-125.33,135.37,157.29,164.74,0,29.37,0.49
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 31C :,0.34176,-0.19192,-19.37488,39.07,163.12,-0.3,-45.61,203.57,287.57,256.96,-62.08,-250.26,-318.54,-45.61,-0.3,163.12,0,208.73,-0.57
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 32C :,0.49023,0.59144,-20.11041,46.59,164.3,-57.95,33.42,208.1,319.65,269.64,-105.13,-261.16,-291.34,-57.95,33.42,164.3,0,222.25,-0.18
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 34C :,1.40802,-0.66952,-18.64383,52.55,176.02,-60.12,41.76,322.06,199.98,248.65,-61.49,-344.17,-207.36,-60.12,41.76,176.02,0,236.14,-0.14
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 36C :,2.40209,-0.26185,-18.80495,46.52,164.96,32.5,-57.89,182.02,319.64,255.1,-62.3,-348.46,-206.43,-57.89,32.5,164.96,0,222.85,-0.19
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 38C :,1.26331,-1.70665,-17.72336,41.0,162.78,-43.38,3.61,220.76,296.15,328.07,-121.04,-277.51,-323.42,-43.38,3.61,162.78,0,206.16,-0.54
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 39C :,-0.02275,-2.248,-17.50932,153.5,136.74,165.97,157.79,271.14,141.64,196.45,18.88,-113.3,-54.32,136.74,157.79,165.97,0,29.23,0.44
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 42C :,-3.29932,-2.31449,-15.5209,46.85,155.36,-31.52,16.7,185.76,228.64,274.32,-46.85,-266.8,-234.53,-31.52,16.7,155.36,0,186.88,-0.48
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 43C :,-0.634,2.06673,-14.92549,48.18,-56.0,44.53,156.02,165.03,212.97,284.57,-296.06,-170.17,-51.79,-56.0,44.53,156.02,0,212.02,-0.05
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 45C :,-0.61955,1.57925,-14.04083,60.58,174.72,53.67,-46.66,201.86,227.73,287.26,-31.12,-173.54,-330.46,-46.66,53.67,174.72,0,221.38,-0.09
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 47C :,-0.34639,4.04638,-16.01492,47.49,-56.74,43.57,155.63,287.96,187.18,223.65,-290.93,-194.6,-70.79,-56.74,43.57,155.63,0,212.37,-0.06
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 49C :,-0.35573,5.05022,-16.04481,45.92,160.84,-26.16,3.09,222.09,257.2,258.69,-94.41,-237.3,-268.49,-26.16,3.09,160.84,0,187.0,-0.69
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 50C :,-0.07021,3.55851,-16.85674,20.13,-73.57,13.32,120.64,127.08,221.02,261.63,-33.7,-217.53,-298.1,-73.57,13.32,120.64,0,194.21,-0.11
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 51C :,-0.64706,3.38323,-14.92389,28.4,-57.95,104.24,38.92,153.77,299.0,272.63,-82.75,-227.52,-329.92,-57.95,38.92,104.24,0,162.19,0.19
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 57C :,-0.16135,1.59658,-15.68304,27.9,125.01,-26.36,-14.96,231.76,268.21,307.46,-115.2,-279.39,-329.15,-26.36,-14.96,125.01,0,151.37,-0.85
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 52N :,-0.9608,4.03763,-13.83124,170.41,106.92,185.37,218.95,415.12,343.39,310.92,-267.25,-143.82,-147.12,106.92,185.37,218.95,0,112.03,0.4
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 54N :,-0.9621,5.04135,-13.79599,178.94,231.39,181.76,123.68,201.98,314.63,368.63,-20.44,-192.8,-135.17,123.68,181.76,231.39,0,107.71,0.08
KLaL_cation_pi_RCCE_opt_2p6.xyz,Nucleus 59N :,-1.16151,3.54139,-12.97253,178.64,231.0,181.99,122.93,400.89,318.76,354.73,-213.28,-230.2,-94.99,122.93,181.99,231.0,0,108.07,0.09
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 3H :,1.85056,-3.65399,-14.42354,27.78,34.25,25.2,23.88,-79.23,77.71,13.94,105.54,-47.36,12.72,23.88,25.2,34.25,0,10.37,-0.75
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 4H :,-1.00867,-3.16908,-13.28325,26.9,23.59,27.2,29.92,-59.69,6.72,84.4,-57.17,84.73,21.71,23.59,27.2,29.92,0,6.33,0.14
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 7H :,2.41198,-2.20461,-16.88088,24.46,29.57,20.82,23.0,-32.35,51.93,92.28,56.77,-26.06,-69.19,20.82,23.0,29.57,0,8.75,-0.5
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 9H :,3.34765,-1.9455,-17.38756,25.07,22.42,25.57,27.23,17.0,89.93,67.05,8.99,-63.68,-44.08,22.42,25.57,27.23,0,4.81,0.31
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 11H :,2.39691,-3.29532,-16.81784,24.35,29.6,20.76,22.68,125.04,65.63,32.6,-101.06,-9.26,-39.9,20.76,22.68,29.6,0,8.84,-0.57
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 14H :,2.4252,-1.57784,-15.50033,26.26,29.58,23.24,25.97,15.62,96.63,71.62,10.3,-72.28,-43.1,23.24,25.97,29.58,0,6.34,-0.14
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 15H :,2.68791,-0.21348,-15.39687,28.0,34.53,25.51,23.96,133.7,35.84,64.9,-106.88,-2.88,-40.69,23.96,25.51,34.53,0,10.57,-0.71
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 18H :,2.98968,0.34051,-16.28164,23.84,28.23,22.57,20.71,119.91,89.21,37.79,-97.92,-66.44,-11.05,20.71,22.57,28.23,0,7.52,-0.51
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 20H :,2.57849,0.43438,-14.17723,24.51,21.13,26.69,25.71,35.84,90.58,106.87,-63.98,-85.42,-10.37,21.13,25.71,26.69,0,5.56,0.65
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 22H :,2.82822,1.48929,-14.10622,24.11,28.62,23.03,20.69,118.44,24.6,76.84,2.78,-95.34,-54.98,20.69,23.03,28.62,0,7.93,-0.41
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 29H :,2.14561,-0.24168,-13.06379,27.63,34.21,25.08,23.61,126.56,8.24,33.65,-98.48,22.66,-9.73,23.61,25.08,34.21,0,10.6,-0.72
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 30H :,2.02109,0.28044,-12.11936,27.02,23.54,27.56,29.97,3.98,91.13,67.11,23.35,-66.16,-38.35,23.54,27.56,29.97,0,6.43,0.25
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 33H :,1.85668,-1.6211,-13.12241,24.18,29.39,20.56,22.59,123.63,33.24,6.69,-99.9,-7.68,16.56,20.56,22.59,29.39,0,8.83,-0.54
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 35H :,1.26442,-2.28521,-11.89554,24.67,21.89,25.0,27.12,89.79,-17.8,9.39,-64.65,43.29,13.99,21.89,25.0,27.12,0,5.23,0.19
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 37H :,1.23472,-3.36627,-12.0504,24.25,29.61,20.52,22.62,-69.79,84.71,16.91,94.91,-61.66,7.66,20.52,22.62,29.61,0,9.09,-0.54
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 40H :,1.91674,-2.09261,-11.03742,27.14,23.83,30.04,27.54,60.73,-70.41,-16.34,-32.5,94.25,45.69,23.83,27.54,30.04,0,6.21,0.19
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 41H :,-0.11608,-1.76989,-11.58662,27.58,34.27,25.0,23.48,-112.18,58.18,-29.95,136.9,-24.63,54.42,23.48,25.0,34.27,0,10.79,-0.72
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 44H :,-0.34726,-0.74504,-10.66249,23.97,28.46,22.82,20.63,-83.48,-29.32,61.81,-36.37,104.93,54.33,20.63,22.82,28.46,0,7.83,-0.44
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 46H :,0.48968,-0.37756,-10.07614,24.43,21.04,26.63,25.62,69.06,-28.51,-75.91,-43.67,55.09,97.24,21.04,25.62,26.63,0,5.59,0.64
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 48H :,-1.61623,-0.22215,-10.4753,23.9,28.37,22.67,20.65,64.2,-39.93,-16.92,-38.49,62.67,40.15,20.65,22.67,28.37,0,7.72,-0.48
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 53H :,-1.78286,0.55559,-9.73755,28.79,37.09,23.45,25.82,18.83,120.5,94.39,7.06,-96.02,-58.39,23.45,25.82,37.09,0,13.64,-0.65
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 55H :,-2.67282,-0.71904,-11.20753,27.19,20.66,24.57,36.35,-51.14,22.07,67.17,72.63,3.74,-32.88,20.66,24.57,36.35,0,15.69,-0.5
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 56H :,-3.67284,-0.32653,-11.04041,27.15,20.31,34.36,26.77,-79.79,24.12,65.65,100.31,7.18,-36.03,20.31,26.77,34.36,0,14.05,-0.08
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 58H :,-2.50759,-1.75085,-12.13052,28.83,37.19,23.41,25.89,11.01,37.83,82.22,-55.99,12.94,-1.52,23.41,25.89,37.19,0,13.78,-0.64
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 60H :,-1.21105,-2.26606,-12.34584,27.19,36.33,20.67,24.57,75.84,51.93,21.12,-50.56,-26.33,9.57,20.67,24.57,36.33,0,15.66,-0.5
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 61H :,2.06614,-2.26271,-14.33433,27.11,20.27,34.33,26.74,146.03,17.66,73.22,-125.23,10.23,-40.58,20.27,26.74,34.33,0,14.06,-0.08
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 62H :,-3.05617,-3.70143,-15.43508,25.82,37.64,17.91,21.92,19.41,38.85,67.55,-42.49,-9.32,3.45,17.91,21.92,37.64,0,19.73,-0.59
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 63H :,-0.20716,-3.15713,-16.57412,24.75,35.96,23.23,15.07,87.86,46.13,10.35,-54.4,-22.14,6.47,15.07,23.23,35.96,0,20.89,-0.22
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 64H :,-3.64618,-2.26946,-12.97424,27.84,41.97,19.76,21.8,78.51,-20.29,7.96,-38.36,41.67,14.03,19.76,21.8,41.97,0,22.21,-0.82
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 65H :,-4.58558,-2.02912,-12.46536,24.39,36.66,22.94,13.57,53.2,31.65,20.39,-35.35,5.02,-1.75,13.57,22.94,36.66,0,23.09,-0.19
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 2C :,-3.63086,-3.36289,-13.04152,151.52,134.7,163.36,156.49,299.52,168.03,207.46,-145.28,-6.38,-68.8,134.7,156.49,163.36,0,28.66,0.52
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 5C :,-3.67186,-1.63971,-14.35326,40.5,161.31,6.26,-46.06,313.72,254.92,280.91,-106.11,-302.81,-319.14,-46.06,6.26,161.31,0,207.37,-0.5
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 6C :,-3.9616,-0.28059,-14.4534,50.17,163.71,-55.31,42.11,237.42,319.68,284.99,-90.41,-362.7,-238.48,-55.31,42.11,163.71,0,219.02,-0.11
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 8C :,-4.26639,0.26235,-13.56389,59.65,173.94,-51.46,56.46,314.08,248.03,280.69,-90.32,-338.84,-234.7,-51.46,56.46,173.94,0,225.4,-0.04
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 10C :,-3.86508,0.37227,-15.67146,47.07,164.3,36.93,-60.01,233.24,323.92,290.96,-106.56,-333.16,-267.18,-60.01,36.93,164.3,0,224.31,-0.14
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 12C :,-4.13466,1.42199,-15.74103,39.84,162.94,-42.08,-1.33,231.32,277.36,292.08,-80.77,-326.7,-273.76,-42.08,-1.33,162.94,0,205.02,-0.6
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 13C :,-3.41889,-0.29236,-16.78652,152.02,134.2,164.29,157.56,345.4,241.86,298.19,-86.4,-181.19,-161.82,134.2,157.56,164.29,0,30.09,0.55
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 16C :,-3.30176,0.23385,-17.72915,43.42,160.38,-29.85,-0.28,325.14,252.88,274.31,-93.87,-354.67,-273.55,-29.85,-0.28,160.38,0,190.23,-0.69
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 17C :,-3.10266,-1.66591,-16.73126,46.17,-59.53,42.57,155.48,337.01,289.96,261.82,-371.32,-248.9,-130.04,-59.53,42.57,155.48,0,215.01,-0.05
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 19C :,-2.49736,-2.31516,-17.95972,61.72,174.26,56.11,-45.22,332.04,248.56,289.14,-113.02,-273.36,-298.21,-45.22,56.11,174.26,0,219.48,-0.08
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 21C :,-2.47907,-3.407,-17.86462,50.16,-53.19,47.91,155.76,349.82,264.81,270.99,-387.17,-112.01,-235.96,-53.19,47.91,155.76,0,208.95,-0.03
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 23C :,-3.14888,-2.11605,-18.81737,48.31,-29.75,19.77,154.92,321.51,268.76,286.03,-119.93,-344.85,-266.58,-29.75,19.77,154.92,0,184.67,-0.46
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 24C :,-1.12737,-1.77181,-18.26735,18.53,120.25,9.04,-73.7,238.78,328.03,316.75,-145.25,-313.17,-369.55,-73.7,9.04,120.25,0,193.95,-0.15
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 25C :,-0.91658,-0.74033,-19.18898,19.86,109.26,-63.15,13.46,212.6,290.67,284.15,-112.97,-267.88,-347.01,-63.15,13.46,109.26,0,172.41,-0.11
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 28C :,-1.75776,-0.38293,-19.77633,152.46,135.37,157.26,164.74,328.22,218.59,275.16,-73.16,-166.01,-125.43,135.37,157.26,164.74,0,29.37,0.49
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 31C :,0.34176,-0.19192,-19.37488,39.09,163.11,-0.22,-45.61,203.18,288.26,257.29,-61.96,-250.48,-319.01,-45.61,-0.22,163.11,0,208.72,-0.57
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 32C :,0.49023,0.59144,-20.11041,46.57,164.25,-57.98,33.44,208.48,319.93,269.62,-105.53,-261.32,-291.47,-57.98,33.44,164.25,0,222.23,-0.18
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 34C :,1.40802,-0.66952,-18.64383,52.68,175.92,-59.93,42.04,321.8,201.04,248.91,-62.07,-344.3,-207.36,-59.93,42.04,175.92,0,235.85,-0.14
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 36C :,2.40209,-0.26185,-18.80495,46.52,164.91,32.55,-57.91,182.86,318.83,255.69,-62.53,-348.03,-207.28,-57.91,32.55,164.91,0,222.82,-0.19
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 38C :,1.26331,-1.70665,-17.72336,41.02,162.76,-43.38,3.68,220.56,296.26,328.73,-120.85,-277.75,-323.88,-43.38,3.68,162.76,0,206.14,-0.54
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 39C :,-0.02275,-2.248,-17.50932,153.49,136.74,165.97,157.76,271.2,141.45,196.54,19.07,-113.39,-54.39,136.74,157.76,165.97,0,29.23,0.44
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 42C :,-3.29932,-2.31449,-15.5209,46.91,155.34,-31.49,16.87,186.42,228.44,274.61,-46.94,-266.89,-234.91,-31.49,16.87,155.34,0,186.83,-0.48
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 43C :,-0.634,2.16673,-14.92549,48.22,-55.96,44.66,155.97,165.32,213.33,284.52,-296.14,-170.62,-51.75,-55.96,44.66,155.97,0,211.93,-0.05
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 45C :,-0.61955,1.67925,-14.04083,60.59,174.66,53.78,-46.66,201.78,227.8,286.92,-31.2,-173.5,-330.02,-46.66,53.78,174.66,0,221.32,-0.09
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 47C :,-0.34639,4.14638,-16.01492,47.49,-56.77,43.65,155.58,287.59,187.26,223.48,-290.29,-194.76,-70.83,-56.77,43.65,155.58,0,212.35,-0.05
KLaL_cation_pi_RCCE_opt_2p7.xyz,Nucleus 49C :,-0.35573,5.15022,-16.04481,45.95,160.82,-26.19,3.23,221.51,257.34,258.8,-94.45,-236.74,-268.59,-26.19,3.23,160.82,0,187.01,-0.69
